"Name"	"Protein id"	"Contig id"	"Start"	"Stop"	"Strand"	"Gene symbol"	"Element name"	"Scope"	"Type"	"Subtype"	"Class"	"Subclass"	"Method"	"Target length"	"Reference sequence length"	"% Coverage of reference"	"% Identity to reference"	"Alignment length"	"Closest reference accession"	"Closest reference name"	"HMM accession"	"HMM description"
"26141_1_289"	NA	".26141_1_289.14"	103314	104147	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"26141_1_289"	NA	".26141_1_289.14"	104150	104950	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"26141_1_289"	NA	".26141_1_289.46"	1569	2381	"+"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"26141_1_289"	NA	".26141_1_289.46"	4500	5357	"-"	"blaTEM-1"	"broad-spectrum class A beta-lactamase TEM-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	NA	NA
"26141_1_289"	NA	".26141_1_289.57"	7080	7868	"+"	"aadA2"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	263	263	100	100	263	"WP_001261740.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2"	NA	NA
"26141_1_289"	NA	".26141_1_289.57"	8133	9389	"+"	"cmlA1"	"chloramphenicol efflux MFS transporter CmlA1"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"EXACTX"	419	419	100	100	419	"WP_000095725.1"	"chloramphenicol efflux MFS transporter CmlA1"	NA	NA
"26141_1_289"	NA	".26141_1_289.57"	9485	10273	"+"	"aadA1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	263	263	100	100	263	"WP_001206316.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1"	NA	NA
"26141_1_289"	NA	".26141_1_289.57"	10446	10775	"+"	"qacL"	"quaternary ammonium compound efflux SMR transporter QacL"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"EXACTX"	110	110	100	100	110	"WP_000800531.1"	"quaternary ammonium compound efflux SMR transporter QacL"	NA	NA
"26141_1_289"	NA	".26141_1_289.76"	376	1248	"+"	"blaCTX-M-14"	"extended-spectrum class A beta-lactamase CTX-M-14"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_001617865.1"	"extended-spectrum class A beta-lactamase CTX-M-14"	NA	NA
"26141_1_289"	NA	".26141_1_289.76"	1863	2276	"+"	"fosA3"	"fosfomycin resistance glutathione transferase FosA3"	"core"	"AMR"	"AMR"	"FOSFOMYCIN"	"FOSFOMYCIN"	"ALLELEX"	138	138	100	100	138	"WP_014839980.1"	"fosfomycin resistance glutathione transferase FosA3"	NA	NA
"26141_1_289"	NA	".26141_1_289.79"	203	991	"-"	"sul3"	"sulfonamide-resistant dihydropteroate synthase Sul3"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	263	263	100	100	263	"WP_000034420.1"	"sulfonamide-resistant dihydropteroate synthase Sul3"	NA	NA
"26141_1_289"	NA	".26141_1_289.86"	241	711	"+"	"dfrA17"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001389366.1"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	NA	NA
"26141_1_289"	NA	".26141_1_289.86"	845	1630	"+"	"aadA5"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	262	262	100	100	262	"WP_000503573.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	NA	NA
"26141_1_290"	NA	".26141_1_290.60"	748	1560	"+"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"26141_1_290"	NA	".26141_1_290.60"	1624	2424	"+"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"26141_1_290"	NA	".26141_1_290.60"	2427	3260	"+"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"26141_1_290"	NA	".26141_1_290.60"	3987	4844	"-"	"blaTEM-1"	"broad-spectrum class A beta-lactamase TEM-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	NA	NA
"26141_1_290"	NA	".26141_1_290.60"	7666	8538	"+"	"blaCTX-M-15"	"extended-spectrum class A beta-lactamase CTX-M-15"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_000239590.1"	"extended-spectrum class A beta-lactamase CTX-M-15"	NA	NA
"26141_1_290"	NA	".26141_1_290.66"	4592	5233	"+"	"qnrB1"	"quinolone resistance pentapeptide repeat protein QnrB1"	"core"	"AMR"	"AMR"	"QUINOLONE"	"QUINOLONE"	"ALLELEX"	214	214	100	100	214	"WP_014386481.1"	"quinolone resistance pentapeptide repeat protein QnrB1"	NA	NA
"26141_1_290"	NA	".26141_1_290.67"	141	611	"+"	"dfrA14"	"trimethoprim-resistant dihydrofolate reductase DfrA14"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_004201280.1"	"trimethoprim-resistant dihydrofolate reductase DfrA14"	NA	NA
"26141_1_290"	NA	".26141_1_290.73"	1181	2377	"-"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	399	399	100	100	399	"WP_031942321.1"	"tetracycline efflux MFS transporter Tet(A)"	NA	NA
"26141_1_290"	NA	".26141_1_290.76"	1825	2682	"-"	"aac(3)-IIe"	"aminoglycoside N-acetyltransferase AAC(3)-IIe"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"GENTAMICIN"	"EXACTX"	286	286	100	100	286	"WP_000557452.1"	"aminoglycoside N-acetyltransferase AAC(3)-IIe"	NA	NA
"26141_1_290"	NA	".26141_1_290.80"	127	567	"-"	"catB3"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"PARTIALX"	147	210	70	100	147	"WP_000186237.1"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	NA	NA
"26141_1_290"	NA	".26141_1_290.80"	708	1535	"-"	"blaOXA-1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	276	276	100	100	276	"WP_001334766.1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	NA	NA
"26141_1_290"	NA	".26141_1_290.80"	1669	2220	"-"	"aac(6')-Ib-cr5"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE/QUINOLONE"	"AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN"	"ALLELEX"	184	184	100	100	184	"WP_063840321.1"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	NA	NA
"26141_1_290"	NA	".26141_1_290.89"	485	1138	"+"	"catA1"	"type A-1 chloramphenicol O-acetyltransferase"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"BLASTX"	218	219	99.54	100	218	"WP_000412211.1"	"type A-1 chloramphenicol O-acetyltransferase"	NA	NA
"26141_1_290"	NA	".26141_1_290.95"	131	919	"+"	"aadA1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	263	263	100	100	263	"WP_046622360.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1"	NA	NA
"26141_1_291"	NA	".26141_1_291.100"	2518	3720	"-"	"tet(B)"	"tetracycline efflux MFS transporter Tet(B)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	401	401	100	100	401	"WP_001089068.1"	"tetracycline efflux MFS transporter Tet(B)"	NA	NA
"26141_1_291"	NA	".26141_1_291.107"	387	1043	"+"	"catA1"	"type A-1 chloramphenicol O-acetyltransferase"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"EXACTX"	219	219	100	100	219	"WP_000412211.1"	"type A-1 chloramphenicol O-acetyltransferase"	NA	NA
"26141_1_291"	NA	".26141_1_291.60"	7092	7964	"-"	"blaCTX-M-15"	"extended-spectrum class A beta-lactamase CTX-M-15"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_000239590.1"	"extended-spectrum class A beta-lactamase CTX-M-15"	NA	NA
"26141_1_291"	NA	".26141_1_291.60"	13182	14039	"-"	"blaTEM-1"	"broad-spectrum class A beta-lactamase TEM-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	NA	NA
"26141_1_291"	NA	".26141_1_291.60"	19014	19871	"-"	"aac(3)-IId"	"aminoglycoside N-acetyltransferase AAC(3)-IId"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"GENTAMICIN"	"EXACTX"	286	286	100	100	286	"WP_000557454.1"	"aminoglycoside N-acetyltransferase AAC(3)-IId"	NA	NA
"26141_1_291"	NA	".26141_1_291.83"	227	1129	"+"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"EXACTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"26141_1_291"	NA	".26141_1_291.83"	6446	7282	"-"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"26141_1_291"	NA	".26141_1_291.83"	7279	7623	"-"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"26141_1_291"	NA	".26141_1_291.83"	7790	8578	"-"	"aadA2"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	263	263	100	100	263	"WP_001206356.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2"	NA	NA
"26141_1_291"	NA	".26141_1_291.83"	8989	9483	"-"	"dfrA12"	"trimethoprim-resistant dihydrofolate reductase DfrA12"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	165	165	100	100	165	"WP_001083725.1"	"trimethoprim-resistant dihydrofolate reductase DfrA12"	NA	NA
"26141_1_291"	NA	".26141_1_291.96"	2	427	"+"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"PARTIAL_CONTIG_ENDX"	142	271	52.4	100	142	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"26141_1_291"	NA	".26141_1_291.96"	491	1291	"+"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"26141_1_291"	NA	".26141_1_291.96"	1294	2127	"+"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"26141_1_291"	NA	".26141_1_291.96"	5837	6370	"+"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"PARTIAL_CONTIG_ENDX"	178	271	65.68	100	178	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"26141_1_292"	NA	".26141_1_292.46"	498	1400	"+"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"EXACTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"26141_1_292"	NA	".26141_1_292.46"	6717	7553	"-"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"26141_1_292"	NA	".26141_1_292.46"	7550	7894	"-"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"26141_1_292"	NA	".26141_1_292.46"	8103	8888	"-"	"aadA5"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	262	262	100	100	262	"WP_000503573.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	NA	NA
"26141_1_292"	NA	".26141_1_292.46"	9022	9492	"-"	"dfrA17"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001389366.1"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	NA	NA
"26141_1_292"	NA	".26141_1_292.50"	493	1689	"-"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	399	399	100	100	399	"WP_000804064.1"	"tetracycline efflux MFS transporter Tet(A)"	NA	NA
"26141_1_292"	NA	".26141_1_292.50"	2746	3579	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480972.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"26141_1_292"	NA	".26141_1_292.50"	3582	4382	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"26141_1_292"	NA	".26141_1_292.50"	4446	5258	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"26141_1_292"	NA	".26141_1_292.61"	376	1248	"+"	"blaCTX-M-27"	"extended-spectrum class A beta-lactamase CTX-M-27"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_032277257.1"	"extended-spectrum class A beta-lactamase CTX-M-27"	NA	NA
"26141_1_293"	NA	".26141_1_293.35"	195	1097	"+"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"EXACTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"26141_1_293"	NA	".26141_1_293.35"	6414	7250	"-"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"26141_1_293"	NA	".26141_1_293.35"	7247	7591	"-"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"26141_1_293"	NA	".26141_1_293.35"	7800	8585	"-"	"aadA5"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	262	262	100	100	262	"WP_000503573.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	NA	NA
"26141_1_293"	NA	".26141_1_293.35"	8719	9189	"-"	"dfrA17"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001389366.1"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	NA	NA
"26141_1_293"	NA	".26141_1_293.40"	4313	4969	"-"	"catA1"	"type A-1 chloramphenicol O-acetyltransferase"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"EXACTX"	219	219	100	100	219	"WP_000412211.1"	"type A-1 chloramphenicol O-acetyltransferase"	NA	NA
"26141_1_293"	NA	".26141_1_293.44"	2759	3616	"-"	"aac(3)-IId"	"aminoglycoside N-acetyltransferase AAC(3)-IId"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"GENTAMICIN"	"EXACTX"	286	286	100	100	286	"WP_000557454.1"	"aminoglycoside N-acetyltransferase AAC(3)-IId"	NA	NA
"26141_1_293"	NA	".26141_1_293.46"	174	1046	"+"	"blaCTX-M-15"	"extended-spectrum class A beta-lactamase CTX-M-15"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_000239590.1"	"extended-spectrum class A beta-lactamase CTX-M-15"	NA	NA
"26141_1_293"	NA	".26141_1_293.48"	1315	2517	"-"	"tet(B)"	"tetracycline efflux MFS transporter Tet(B)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	401	401	100	100	401	"WP_001089068.1"	"tetracycline efflux MFS transporter Tet(B)"	NA	NA
"26141_1_293"	NA	".26141_1_293.50"	127	567	"-"	"catB3"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"PARTIALX"	147	210	70	100	147	"WP_000186237.1"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	NA	NA
"26141_1_293"	NA	".26141_1_293.50"	708	1535	"-"	"blaOXA-1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	276	276	100	100	276	"WP_001334766.1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	NA	NA
"26141_1_293"	NA	".26141_1_293.50"	1669	2220	"-"	"aac(6')-Ib-cr5"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE/QUINOLONE"	"AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN"	"ALLELEX"	184	184	100	100	184	"WP_063840321.1"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	NA	NA
"26141_1_295"	NA	".26141_1_295.54"	2233	3765	"+"	"qepA4"	"fluoroquinolone efflux MFS transporter QepA4"	"core"	"AMR"	"AMR"	"QUINOLONE"	"QUINOLONE"	"ALLELEX"	511	511	100	100	511	"WP_064760451.1"	"fluoroquinolone efflux MFS transporter QepA4"	NA	NA
"26141_1_295"	NA	".26141_1_295.54"	6978	7472	"+"	"dfrA12"	"trimethoprim-resistant dihydrofolate reductase DfrA12"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	165	165	100	100	165	"WP_001083725.1"	"trimethoprim-resistant dihydrofolate reductase DfrA12"	NA	NA
"26141_1_295"	NA	".26141_1_295.54"	7883	8671	"+"	"aadA2"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	263	263	100	100	263	"WP_001206356.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2"	NA	NA
"26141_1_295"	NA	".26141_1_295.54"	8838	9182	"+"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"26141_1_295"	NA	".26141_1_295.54"	9179	10015	"+"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"26141_1_295"	NA	".26141_1_295.54"	15341	16243	"-"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"BLASTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"26141_1_295"	NA	".26141_1_295.65"	475	1671	"-"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	399	399	100	100	399	"WP_000804064.1"	"tetracycline efflux MFS transporter Tet(A)"	NA	NA
"26141_1_295"	NA	".26141_1_295.65"	2728	3561	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480972.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"26141_1_295"	NA	".26141_1_295.65"	3564	4364	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"26141_1_295"	NA	".26141_1_295.65"	4428	5240	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"26141_1_295"	NA	".26141_1_295.67"	1943	3145	"-"	"tet(B)"	"tetracycline efflux MFS transporter Tet(B)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	401	401	100	100	401	"WP_001089068.1"	"tetracycline efflux MFS transporter Tet(B)"	NA	NA
"26141_1_295"	NA	".26141_1_295.80"	376	1248	"+"	"blaCTX-M-27"	"extended-spectrum class A beta-lactamase CTX-M-27"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_032277257.1"	"extended-spectrum class A beta-lactamase CTX-M-27"	NA	NA
"26141_1_296"	NA	".26141_1_296.101"	150	590	"-"	"catB3"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"PARTIALX"	147	210	70	100	147	"WP_000186237.1"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	NA	NA
"26141_1_296"	NA	".26141_1_296.101"	731	1558	"-"	"blaOXA-1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	276	276	100	100	276	"WP_001334766.1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	NA	NA
